Email Text,Email Type
"workshop on the history of linguistics einladung zu einem gemeinsamen seminar workshop / colloque de recherche universitt potsdam - universit stendhal ( grenoble 3 ) histoire des sciences du langage 30 . / 31 . 10 . 1998 universitt potsdam , universittskomplex golm , kleiner senatssaal , haus 14 programme / ablauf 30 . 10 : 9-10 . 15 : bernard colombat ( grenoble ) : la grammaire latine en france ( xvie - xviiie s . ) : thories et pdagogie 10 . 45-12 . 00 nathalie fournier ( grenoble ) : la grammaire du franais l ' ge classique 14 . 30-15 . 30 martine furno ( grenoble ) : lapparition du bilinguisme dans les dictionnaires latins au xvie sicle 16 . 00-17 . 00 cordula neis ( potsdam ) : le dbat sur l ' origine du langage l ' acadmie de berlin 17 . 00-18 . 00 gerda haler ( potsdam ) : langage et cognition au sicle des lumires 31 . 10 10-11 sabine schwarze ( halle ) : la rflexion sur la traduction au 18e sicle 11-12 bernard colombat ( grenoble ) : le projet dun corpus reprsentatif des grammaires et des traditions linguistiques 12-13 gerda haler ( potsdam ) : le projet d ' un dictionnaire des thories linguistiques du 17e et 18e sicle",Safe Email
"language maintenance and loss third international conference on maintenance and loss of minority languages koningshof conference center , veldhoven , the netherlands november 26 - november 27 , 1998 call for papers and registration introduction in line with the two previous international conferences on maintenance and loss of minority languages ( noordwijkerhout , the netherlands ; 1988 and 1992 ) , the aim of this conference is to bring together recent developments from various disciplines . the ambition of this third conference is to offer a major contribution to a theoretical discussion on the determinants of language shift and language loss , supported by the exchange of new research data . while the two preceding conferences concentrated mainly on the questions ` what is lost of the language ? ' ( structural-linguistic aspects ) and ` why does shift occur ? ' ( sociological and social-psychological explanatory factors ) , the veldhoven conference will focus on two questions ; ` why does shift occur ? ' and ` how is a language lost ? ' , i . e . , what are the psycholinguistic processes involved in language loss ? emphasis will be on the interaction between the process of transferring from the first to the second language and the gradual decline of skills in the first language , at the individual and group levels . the conference takes place on two consecutive days . plenary speakers are invited to make inspiring and thought-provoking remarks on the two conference themes outlined above , as well as on the broader theoretical framework . together with the contributions of the free paper presenters , the interaction between plenary speakers and participants forms the input for workshops and a round table discussion on the development of an integrated theoretical framework . this framework can then serve as a renewed starting point for continued research into language shift and loss in the new millennium . the organizing committee is also open to contributions from disciplines that have recently entered or touched upon the field and may shed a new light on the language change processes involved . the organizing committee will determine the best manner in which the results of the conference can be published . programme the conference will consist of three sections . the first section addresses the sociological and social-psychological explanatory context in which language shift processes take place . the second section deals with language attrition from a psycholinguistic perspective , and the third is fully devoted to the building of an integrated explanatory framework for processes of language shift and loss . in memory of willem fase , one of the initiators of the first and second conference on maintenance and loss of minority languages , who died in 1997 , a new forum called the willem fase lecture has been set up . this plenary lecture forum will be granted to a promising scholar , to be selected from the abstracts submitted . thursday , november 26 , 1998 section i : language shift from a sociological and social-psychological perspective 08 . 30-09 . 30 registration at koningshof conference center , veldhoven , the netherlands tea / coffee 09 . 30-10 . 00 conference opening 10 . 00-11 . 00 plenary session : lesley milroy 11 . 00-12 . 00 plenary session : richard bourhis 12 . 00-13 . 00 lunch 13 . 00-13 . 45 parallel sessions of free papers 13 . 45-14 . 30 parallel sessions 14 . 30-15 . 15 parallel sessions 15 . 15-15 . 30 closing session of section i 15 . 30-16 . 00 tea / coffee section ii : language loss from a psycholinguistic perspective 16 . 00-17 . 00 plenary session : kees de bot 17 . 00-17 . 45 parallel sessions 17 . 45-18 . 30 parallel sessions 19 . 00-20 . 30 dinner friday , november 27 , 1998 section ii continued : language loss from a psycholinguistic perspective 08 . 30-09 . 30 plenary session : joel walters 09 . 30-10 . 15 parallel sessions 10 . 15-10 . 30 closing session of section ii 10 . 30-11 . 00 tea / coffee 11 . 00-12 . 00 plenary session : willem fase lecture 12 . 00-13 . 00 lunch section iii : towards an integrated explanatory framework for processes of language shift and loss 13 . 00-15 . 00 preparatory workshops 15 . 00-15 . 30 tea / coffee 15 . 30-17 . 00 round table chaired by michael clyne 17 . 00-17 . 30 closing session of conference general information conference secretariat tilburg university research group on language and minorities c / o heleen strating - keurentjes p . o . box 90153 nl-5000 le tilburg tel + 31 13 4662588 fax + 31 13 4663110 e - mail language . loss . 98 @ kub . nl organizing committee - dr . ton ammerlaan , arnhem school of business - madeleine hulsen , university of nijmegen - dr . jetske klatter - folmer , tilburg university - heleen strating - keurentjes , tilburg university - piet van avermaet , university of leuven - dr . kutlay yagmur , tilburg university scientific committee - prof . kees de bot , university of nijmegen - prof . michael clyne , monash university , melbourne - prof . joshua fishman , stanford university , california / yeshiva university , new york - prof . koen jaspaert , university of leuven - dr . sjaak kroon , tilburg university location the conference will be held at koningshof conference center , veldhoven , the netherlands . this modern conference center is situated in forested areas , only fifteen minutes from the city of eindhoven and eindhoven airport . all rooms have a shower , toilet , television and telephone . koningshof offers a wide range of indoor and outdoor sports and leisure facilities , including a swimming pool , sauna , fitness club and squash court . registration and fees for registration , all participants ( including authors of submitted abstracts of papers ) are requested to mail the attached registration form before august 1 , 1998 . the registration fees are : dfl 410 conference programme and full board , before july 1 , 1998 . dfl 460 conference programme and full board , after july 1 , 1998 . dfl 235 conference programme , before july 1 , 1998 . dfl 285 conference programme , after july 1 , 1998 . please add an additional dfl 10 to cover international transfer charges if subscribing from abroad . the fee for the programme covers the conference fee , lunches on thursday and friday , tea / coffee during breaks , and the foreseen conference publication . the fee for full board additionally covers a single-room accommodation for one night including breakfast at koningshof conference center on thursday / friday as well as dinner on thursday . you will receive confirmation of registration , and the final programme at the end of august , 1998 . those who arrive earlier or wish to stay longer must take care of further accommodations themselves . they can contact the conference secretariat . payment of fees all payments should reach us either before june 15 , 1998 or ultimately by august 1 , 1998 ( see registration and fees ) . fees should be paid in dutch guilders to : kub / flw , account number 2386602 , mentioning ' code 1 . 8210 . w334 ' . cancellations the conference secretariat should be notified of cancellations in writing . if cancellations are received before august 1 , 1998 all fees , minus a cancellation charge of 25 % will be refunded . if cancelled after august 1 , but before september 1 , 1998 the cancellation charge will be 50 % . no refunds will be made for cancellations received later than september 1 , 1998 . submission of papers all those intending to present a paper in the free paper parallel sessions are requested to submit a one-page abstract before april 15 , 1998 . abstracts are for 35 - minute papers ( plus 10 minutes for discussion ) . please send three double-spaced copies of the abstract , of which two should be without any identification of author or affiliation , and the third should include your name , affiliation , postal address , e-mail , fax and phone number . you are also asked to include a diskette containing the abstract ( preferably in word perfect 5 . 1 or higher ) . please state at the top of each copy for which section of the conference the abstract is intended ( section i or ii ) . english will be the official language and the preferred language for the presentation of papers . notification of acceptance of the paper will be sent before june 1 , 1998 . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ registration form third international conference on maintenance and loss of minority languages , koningshof conference center , veldhoven , the netherlands , november 26 - november 27 , 1998 . please fill out completely and return to the conference secretariat before july 1 , or ultimately before august 1 , 1998 . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ o male / o female name , initials : . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . first name : . . . . . . . . . . . . . . . . . . . . . . . . . . . . institution : . . . . . . . . . . . . . . . . . . . . . . . . . . . . mailing address : . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . country : . . . . . . . . . . . . . . . . tel . / fax : . . . . . . . . . . . . . . . . . . . . . . . e - mail : . . . . . . . . . . . . . . . . . . . . . . . . please register me for : o conference programme and full board , before july 1 , 1998 . dfl 410 o conference programme and full board , after july 1 , 1998 . dfl 460 o conference programme , before july 1 , 1998 . dfl 235 o conference programme , after july 1 , 1998 . dfl 285 i hereby confirm that the fees have been remitted to the kub / flw account ( see \ 171payment of fees \ 187 ) . special requests or requirements : . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . place / date : signature :",Safe Email
"Any of your writing online anywhere?  Would love to take a look.  I was 
plagued with night terrors for years and tried to capture that feeling 
after waking up (if you want to call that waking up), but was never able 
to...
CindyOn Mon, 9 Sep 2002, Eirikur Hallgrimsson wrote:> On Monday 09 September 2002 09:51 pm, Geege Schuman wrote
> > ever notice how the feelings evoked in some dreams stick with you all
> > day?i'm sure it's some neurochemical process initiated during the dream
> > that is still cycling thru - like a deja vu, triggered by memory
> > processes, where > you don't actually remember but you feel like you're
> > remembering.
> 
> Absolutely, and I've wanted to recapture it.  I've done some writing based 
> on dreams, and there is a mysterious ""mood"" to that feeling that drives 
> some creative stuff for me.  I've never tried to write music in that 
> state, but I will next time.
> 
> Eirikur
> 
> 
> -- 
""I don't take no stocks in mathematics, anyway"" --Huckleberry Finn
",Safe Email
"encounter article - shalesh ganjoo we have conducted an interview and written the attached article for the upcoming edition of the encounter , the associate & analyst programs ' newsletter . the interview was conducted with shalesh ganjoo in regards to his participation with the implementation of storage capacity as a commodity . to ensure our publication is printing the most accurate information , i have attached the article for your review . please confirm that the information provided from shalesh ganjoo is accurate . thank you in advance for your assistance , tracy arthur communication specialist associate & analyst department 713 - 345 - 7853",Safe Email
empty,Safe Email
empty,Phishing Email
"URL: http://boingboing.net/#85506723
Date: Not suppliedDisney has named a new president of Walt Disney Parks, replacing Paul Pressler, 
the exec who did his damnedest to ruin Disneyland, slashing spending (at the 
expense of safety and employee satisfaction), building the craptastical 
California Adventure, reducing the number of SKUs available for sale in the 
Park stores, and so on. The new president, James Rasulo, used to be head of 
Euro Disney. Link[1] Discuss[2][1] http://reuters.com/news_article.jhtml?type=search&StoryID=1510778
[2] http://www.quicktopic.com/boing/H/rw7cDXT3W44C
",Safe Email
"everything you are looking for hello , visit our amazing online shop ! nowspec off cia ls ) vi ra $ 200 ( 120 pil itra $ 300 ( 50 pil ial er : lis $ 300 ( 150 pil ag ls ) lev ls ) and many other . with each purchase you get : home delivery total confidentiality fdaapproved highest quality have a nice day . how are you , born in france in 1928 , raymond federman emigrated to the us in 1947 , following the deaths of his mother , father , and two sisters at auschwitz . his early experiences in the us included time as an american paratrooper in korea , a saxaphone player in detroit , and a dishwasher and student in new york , before earning his phd in literature at ucla in 1963 and becoming one of the first american critical promoters of the work of samuel beckett federman taught literature , creative writing , and french at suny at buffalo from 1964 - 1998 , before retiring as the melodia e . jones chair of french . his numerous experiences and exploits have become the basis for over twenty books of fiction , poetry , and criticism , translated into german , italian , french , hungarian , polish , serbian , rumanian , hebrew , dutch , greek , japanese , and chinese . federman is also the recipient of guggenheim , fulbright , national endowment for the arts , new york state foundation for the arts fellowships , as well as numerous foreign awards , and is considered an important theorist of contemporary fiction . he lives in san diego , california , with his wife , erica . have a great day , it was good talking to you .",Phishing Email
"...see subject-- 
regards from Germany
                   Matthias_______________________________________________
RPM-List mailing list 
http://lists.freshrpms.net/mailman/listinfo/rpm-list
",Safe Email
"URL: http://boingboing.net/#85511986
Date: Not suppliedThe T-Mobile Sidekick -- the first commercial implementation of the wonderful 
Danger Hiptop PDA/phone -- is now onsale and the reviews are starting to 
appear. As soon as I'm in San Francisco for more than a couple days straight, I 
really think I'm going to pick this up.     That's partly because it costs less than half as much as its current 
    competitors -- $199, compared with $450 and up for the others. In the same 
    spirit, T-Mobile will offer unlimited data usage on its new, relatively 
    high- speed ""GPRS"" network for $40 per month -- far below what a serious 
    surfer would likely rack up under competing wireless-data plans. (Voice 
    time is another story -- more on that later.)     Another reason I like the Sidekick's prospects: It was designed for, and 
    will be pitched to, a very different market. While vendors of the competing 
    hybrids focus on ""enterprise"" customers -- the big businesses that are 
    supposed to have deep pockets for this sort of thing (even though most 
    clearly don't at this point) -- Danger and T-Mobile are targeting, in their 
    own words, ""Internet-savvy, primarily urban, young adults in the 18- to 
    34-year-old demographic."" I am that demographic! Link[1] Discuss[2] (_Thanks, Steve[3]!_)[1] http://www.sfgate.com/cgi-bin/article.cgi?file=/chronicle/archive/2002/09/30/BU202936.DTL
[2] http://www.quicktopic.com/boing/H/LMAtpjUTbVezf
[3] http://www.portigal.com
",Safe Email
