Email Text,Email Type
"query : japanese dialects content - length : 1148 dear linguist list subscribers , i need information of any kind regarding ' innovative ' and ' conservative ' dialects and / or variations in japanese . unfortunately , i must ask that any data sent be in english ; i am fully aware of how much of a limitation this creates . thank you in advance for your cooperation and consideration . please reply directly to me at : ganelin @ netcom . com david ganelin",Safe Email
"http://spackle.xidus.net/info.php>>From the website:
""Spackle is designed to be a flexible client/server architecture for the 
gathering and displaying of statistics, primarily suited to monitoring 
servers. It's written in PHP and bash shell script, uses RRDtool  for stats 
logging, and PostgreSQL for the server-side database. (soon to support MySQL 
as well)""I had this up and running within a few hours. The hardest bit was getting 
PostgreSQL running as it's been a few years since I used it. I had a bit of a 
problem getting it to work on rh6.2 boxes but I documented the changes here: 
http://xeer.blogspot.com/?/2002_07_01_xeer_archive.html#79148596Web interface is simple, but functional. It has a simple way of distributing 
the monitoring scripts (which could be compromised but I digress), and the 
resulting graphs are pretty!Donncha.-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie
",Safe Email
"I've never used gentoo so I'll have to take your word on that. Perhaps something similar to that Ximian RedHat dealy would be cool. Like a gui installer for slackware![1];]shane[1]I'm shure Patrick V. would love that.(not)-----Original Message----- From: John P. Looney [mailto:valen@tuatha.org] Sent: 13 August 2002 10:01 To: ilug@linux.ie Subject: Re: [ILUG] SUSE 8 disks? (thread changed slightly) On Tue, Aug 13, 2002 at 09:55:49AM +0100, Ryan, Shane mentioned: > It *is* a good idea though. I've been > wondering about the same thing for a couple > of months now but always considered it too > complicated to carry out. (If that makes any > sense at all). It is to complex. Look at the mess that is gentoo. Just because you can do something, doesn't mean you should.Kate -- Irish Linux Users' Group: ilug@linux.ie http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information. List maintainer: listmaster@linux.ie-- Irish Linux Users' Group: ilug@linux.ie http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information. List maintainer: listmaster@linux.ie",Safe Email
"now you can learn the most pleasant moments of sex ! you can decide right now to develop the same libido . [ what is the definition of guts ? ] grace under pressure . every man ' s life is a fairy - tale written by god ' s fingers . et tu , brute !",Phishing Email
"caslno , play everywhere - cellphones , webtv , aol . . . . . try your luck with our new brand caslno . + 30 % for every diposit . one hour payout , never fast before . try play for free . let us , then , be up and doing , with a heart for any fate still achieving , still pursuing , learn to labor and to wait . http : / / yayoo . co . kr . wehiuhef . com / a man ' s life consisteth not in the abundance of the things which he possesseth . [ luke 12 : 15 ] they are able because they think they are able . to get out please read on page above the most difficult character in comedy is that of the fool , and he must be no simpleton that plays that part . the world cares very little about what a man or woman knows it is what a man or woman is able to do that counts .",Phishing Email
"re : ees @ silicon valley power ( city of santa clara ) another little adder to this concept . whether it ' s wholesale or retail , the offer for this product would come from me - - either by way of badeer on the wholesale side or richter on the retail side . i have no interest in getting short in silicon valley . we don ' t have transmission to get to this highly congested area . there are huge risks associated with redefining npl 5 into separate zones and large congestion charges associated with getting to the sf penninsula . this area looks a lot like zone j in new york . not a place you want to be short . - - - - - original message - - - - - from : calger , christopher f . sent : friday , july 27 , 2001 12 : 06 pm to : kitchen , louise cc : belden , tim subject : fw : ees @ silicon valley power ( city of santa clara ) just a little noise from the field offices . . . no need to do anything but i thought you should be aware of a little skirmish . ader ' s version is different - he says he only precluded mike and laird ' s involvement after receiving a lot of negativism from them about the ees concept . also , he thinks that svp liked the product offering . my opinion is that this a wholesale customer / opportunity . chris calger 503 - 464 - 3735 - - - - - original message - - - - - from : dyer , laird sent : thursday , july 26 , 2001 10 : 33 am to : mcdonald , michael ; calger , christopher f . subject : ees @ silicon valley power ( city of santa clara ) mike that i would tell svp that ees ' s proposal is a wholesale product replicating svp ' s core competency of delivering a fixed priced , load followed product . mike and i had a somewhat heated discussion with ader about their product offering . ader characterized the product as retail on the basis that it would be sold one customer at a time and involved load following . that the product is to be sleeved through svp ( actually sold to svp for re - sale ) and therefore is a wholesale product was dismissed . ader also indicated that ees would be offering behind the meter demand related services , which further characterized their product as retail . what is clear is that ees is searching for physical power sales . they can offer behind the meter solutions without the help or involvement of svp . their product offering , once the decorations are removed , is a physical power sale . as was our concern , we will now have to manage this issue , reacting to ees ' s actions . ugh ! ! ! laird",Safe Email
"looking for a specific medication ? let us know what you need ! healthy living for everyday life . we rarely confide in those who are better than we are . the words that enlighten the soul are more precious than jewels . ignore the awful times , and concentrate on the good ones . man is free in his imagination , but bound by his reason .",Phishing Email
"re : a * real * virus alert ( fwd ) fyi about what looks like the real thing this time . cherilyn : ) - - - - - - - - - - forwarded message - - - - - - - - - - date tue , 6 jun 1995 09 : 43 : 50 - 0400 > from notes . wmyer @ a50vm1 . trg . nynex . com to : revwar @ unh . edu subject re : a * real * virus alert what is pkzip ? pkzip is the most common way of compressing computer files so they take up less room on a hard disk or less time to transmit over a data communications link . many people have , and use , this family of shareware products . pkware 's current legitimate version of pkzip is 2 . 04g . this , and earlier versions may be assumed to be safe . how is a trojan horse different than a virus ? the bogus pkzip products are files with pkz300 or pkz300b with either a . zip or . exe suffix . unlike a virus , these programs do not replicate themselves nor "" infect "" anything . they do their damage to that one pc that runs the trojan - horsed bogus program . it cannot spread , unless a person gives out a copy of the bogus program . . what happens if you use this bogus version of pkzip ? the unwary victim downloads the file from a bbs run by less than through operators . if the victim runs the . exe form of the bogus program , it erases the hard disk immediately . if the . zip form is downloaded and "" unzipped "" , the pkzip & pkunzip . exe programs will erase the hard disk when executed . special note to notes / lan admins : if a lan - attached pc were to run this trojan - horse type program , it would be safe to assume all the lan accessible files that can be deleted with the privileges of the logged-on user , will be at risk . note : no anti-virus packages guard against trojan horses . antivirus mechanisms guard against the pc & the pc operating system from being fooled . trojan horses fool the pc user . what you must do : inform all your technically astute pc users about this trojan horse , bogus pkzip version . tell them to beware . do not download or use any pkzip type programs from any bbs . until this situation wanes , all pkzip products brought into a pc are suspect . i have the honour and privilege to remain yr humble svt , walter h myer , major brigade adjutant brigade of the american revolution",Safe Email
"Hi,some time now the following messages were haunting me:     automount[11593]: attempting to mount entry /home/dudeIt just came to my attention, that only freshrpm benefitting hosts showed this
up. I grepped through the binaries and found referrences to /home/dude.# grep /home/dude /usr/bin/*
Binary file /usr/bin/aaxine matches
Binary file /usr/bin/gentoo matches
Binary file /usr/bin/gphoto2 matches
Binary file /usr/bin/gtkam matches
...I am now relaxed again ;), and pass this info on. Probably Matthias Saou
himself is ""dude"", and some package has hardwired a path in his build
directory. It would be nice to find out which and fix it, but I am using too
many of the freshrpm suite to narrow it down.Regards, Axel.
-- 
Axel.Thimm@physik.fu-berlin.de_______________________________________________
RPM-List mailing list 
http://lists.freshrpms.net/mailman/listinfo/rpm-list",Safe Email
"URL: http://jeremy.zawodny.com/blog/archives/000209.html
Date: 2002-10-01T13:29:57-08:00I had to leave the conference after the first half of the day so that I can get 
some stuff done at work and some work on the book. David Pogue's keynote was 
excellent. He knows the Mac, Apple history,...
",Safe Email
