Email Text,Email Type
"language & literature 3 / 3 ( 1994 ) : articles : ineke bockting , ' mind style as an interdisciplinary approach to characterisation in faulkner ' valerie lowe , ' unsafe convictions ' : ' unhappy confessions in * the crucible * irma taavitsainen , ' subjectivity as a text - type marker in historical stylistics ' reviews : tom barney on couper - kuhlen , english speech rhythm mike reynolds on simpson , language , ideology and point of view john honey on phillipson , linguistic imperialism miguel marinez - cabeza on zwaan , aspects of literary comprehension michael toolan on fludernik , the fictions of language and the languages of fiction",Safe Email
"holding / managing / hand i am looking at semantic extensions of "" hand "" and "" hold "" to include controlling or managing or influencing . i need as many cross-linguistic examples ( with sources ) as possible of words for "" hold "" / "" grasp "" or "" hand "" which have been extended ( with appropriate morphology if appropriate ) to mean "" manage "" , "" control "" , "" influence "" or "" deal with "" . for example , english has hand , handle ( noun and verb ) , german has hand , handel , handlung , handhaben , etc . if you can give me any examples from your various synchronic and diachronic territories , i 'd be very grateful . paul woods english department 205 morrill hall oklahoma state university stillwater ok 74078 usa tel : 1 405 744 9474 fax : 1 405 744 6326 email : ncx @ rs . ucc . okstate . edu",Safe Email
"latina teens ! ! see these sweet latina honeys go from clothed to fucked ! ! ! too good to be true ? not a chance . . . our girls love to fuck live . . . . click here you must be at least 18 to enter ! to be removed from our "" in house "" mailing list click here and you will automatically be removed from future mailings . you have received this email by either requesting more information on one of our sites or someone may have used your email address . if you received this email in error , please accept our apologies .",Phishing Email
"re : second draft organisation annoucement louise , i will get you comments by close of business today . assuming the announcement goes out this week , stuart will not be part of it . he will be out thursday and friday and has requested that he have until monday to make up his mind . don louise kitchen 04 / 09 / 2001 06 : 31 pm to : louise kitchen / hou / ect @ ect cc : w david duran / hou / ect @ ect , don miller / hou / ect @ ect subject : re : second draft organisation annoucement louise kitchen 04 / 09 / 2001 05 : 55 pm to : w david duran / hou / ect @ ect , don miller / hou / ect @ ect cc : subject : first draft organisation annoucement straw man announcement - please pad out . we are pleased to announce don miller will be joining enron americas with the responsibility for heading up a new group within the organisation . the business development group will have responsibility for the divestment function within enron americas and work with the generation investments group on selected portfolio acquisitions as well as managing power origination funding requirements with treasury . don will report directly to the office of the chair , enron americas . joining don as commercial director in this group will be stuart sizman who has most recently been working with don on the divestment of our five peaking plants . please join us in congratulating don and stuart on their new roles .",Safe Email
"<!--
 body      { BACKGROUND-IMAGE: url(http://www.lockergnome.com/images/issue/top-right.gif); scrollbar-3dlight-color: #DADADA; scrollbar-arrow-color: #17514B; scrollbar-base-color: #007C7A; scrollbar-darkshadow-color: #808080; scrollbar-face-color: #C0C0C0; scrollbar-highlight-color: #DADADA; scrollbar-shadow-color: #808080 }
 a:link    { COLOR: RED; TEXT-DECORATION: underline }
 a:visited { COLOR: #FF8080; TEXT-DECORATION: underline }
 a:active  { color: #000000; TEXT-DECORATION: none }
 a:hover   { color: #820000; TEXT-DECORATION: none }
 p.title   { BACKGROUND: #C0C0C0; BORDER-BOTTOM: #808080 4px solid; BORDER-LEFT: #DADADA 4px solid; BORDER-RIGHT: #808080 4px solid; BORDER-TOP: #DADADA 4px solid; COLOR: #000000; FONT-FAMILY: Comic Sans MS, Trebuchet MS, Helvetica, Arial; FONT-SIZE: 14pt; FONT-WEIGHT: normal }
 p.news    { BACKGROUND: #C0C0C0; BORDER-BOTTOM: #808080 4px solid; BORDER-LEFT: #DADADA 4px solid; BORDER-RIGHT: #808080 4px solid; BORDER-TOP: #DADADA 4px solid; COLOR: #000000; FONT-FAMILY: Comic Sans MS, Trebuchet MS, Helvetica, Arial; FONT-SIZE: 18pt; FONT-WEIGHT: normal }
 p.sidebar { BACKGROUND: #DADADA; BORDER-BOTTOM: #C0C0C0 3px solid; BORDER-LEFT: #FFFFFF 3px solid; BORDER-RIGHT: #C0C0C0 3px solid; BORDER-TOP: #FFFFFF 3px solid; COLOR: #000000; FONT-FAMILY: Comic Sans MS, Trebuchet MS, Helvetica, Arial; FONT-SIZE: 10pt; FONT-WEIGHT: bold; TEXT-ALIGN: center }
 .link     { BACKGROUND: #DADADA; BORDER-BOTTOM: #C0C0C0 3px solid; BORDER-LEFT: #FFFFFF 3px solid; BORDER-RIGHT: #C0C0C0 3px solid; BORDER-TOP: #FFFFFF 3px solid; COLOR: #808080; font-size: 9pt; font-family: Verdana; font-weight: bold; padding: 3px; width: 100% }
 .url      { font-size: 8pt; font-family: Verdana, Tahoma, Arial }
 .fixed    { font-family: courier, courier new; font-size: 10px }
-->
20020716 Lockergnome Penguin ShellÂ  07.16.2002 PenguinREPORT
CAREER SERVICES FROM LOCKERGNOME AND DICE.COM: We've teamed up with
Dice.com to bring you a full service I.T. career enhancement solution.
Whether you are looking for your
dream job
or trying to
hire talented people,
the full-featured career resource center is the place to start. Find your
IT talent solution
today!I've got a few quick Lockergnome-related notes for you today.First, we'd really like to see you in August. I know that Jake, Chris and Randy have been signing off on their newsletters with those few words, and I'll join them. If you didn't experience Gnomedex last year, you missed, in the words of many industry insiders, ""The show of the year."" It was unlike any other computer conference I've ever attended. Unlike any conference I've attended, period, computer-related or not. While most such conferences are a huge hustle and hassle, Gnomedex was what computing and Lockergnome are all about - sharing useful information, gathering with like-minded enthusiasts, and learning to use your chosen computer to the fullest extent. No hustle. No hassle. No BS. For the minimal cost of registration, it would be hard to find a better weekend for geeks and wannabes alike. Add to that the schedule of luminaries presenting and attending and you've got the best deal on the planet for computer users. It's hard to believe we're less than a month away - I really do hope to see you there.Another Lockergnome innovation has hit the newsstands - err, bookstores. That's right. Jake has release a FREE GnomeTome on ""Converting Vinyl LPs to CD."" Who'd have thought there were so many of you out there that are, well, my age and still in possession of those black slabs of aural heaven. I don't know if Jake's just lost his mind, or what, but free? Get outta here. Go ahead - ""Gnome"" our servers. Get you copy while you can. And while you're there, check out some of the other killer e-tip books in the GnomeTomes collection.Have a great Tuesday.
Tony
Steidler-DennisonÂ Â Â Â Â Â Â Â GnomeTWEAK
Lockergnome readers, SAVE 50% on the Computing Encyclopedia!
Are you looking for the ultimate computing resource? Discover the
Computing Encyclopedia from Smart Computing.  Regular price $59,
SPECIAL OFFER for Lockergnome readers,
get your set TODAY, ONLY $29.95!Setting the Home Page in KonquerorKonqueror, while a great browser, has taken a step in the direction of IE. Like IE, Konqueror is really an integrated web and file browser. You can use it equally well to view web pages and files on your system. It's been something of a hot debate whether this is actually the proper use of a browser. In fact, Galeon was written specifically to answer this question - it's a web browser and a web broswer only.Regardless, it can be a bit annoying to punch the Home button on the Konqueror browser and end up in your /home/user directory. Have no fear, though. It's an easy change to make your actual web home page the home page in Konqueror.Open Konqueror and select Settings from the toolbar. Select ""Configure Konqueror,"" and leave the default selection of ""File Manager"" as is. In the text box on the right half of the screen, you'll see a tilde in the ""Home URL"" text box. That just tells Konqueror to use the user's home directory as the home URL. Changing this to a web address will set that address as your home page. Select OK to close the window.Taking it one step further, click on the Home button in your Konqueror browser to open your newly-configured web home page. Then, select ""Window"" and ""Save View Profile, 'Web Browsing.'"" This will futher save the URL and allow your the opportunity to save the window size when the browser opens.Konqueror is more than just a web browser. But, it's not so tough to make it act like a pure web browser if you just know where to look.
Recommend It!
Send us a GnomeTWEAKÂ GnomeCORE
Kernel Configuration - Part XIIDepending on who you talk to, RAID can stand for ""Redundant Array of Independent Discs"" or ""Redundant Array of Inexpensive Discs."" No matter. They both point to the same theory and practice in Linux; data storage redundancy. That's today's kernel configuration section - Multi-Device Support.Let's talk first about the principles behind a RAID setup. RAID uses multiple discs for speed, increased data storage, or data redundancy. Fundamentally, there are 5 levels of RAID in Linux; Linear, RAID-0, RAID-1, RAID-4, and RAID-5.Linear RAID uses two or more discs, appending data from one to another. In other words, when disc 1 is full, disc 2 steps in to store data. There is no redundancy in Linear RAID - only an increase in storage capacity. Further, there's no marked increase in data access speed because you're accessing one drive in the RAID array at a time.RAID-0 ""stripes"" data across the RAID drives. Some data will be written to the first drive, some to the second, etc. Like Linear RAID, RAID-0 provides no redundancy. Because the data has been written in parallel across the drives, not all data exists on all drives. Lose a drive and your data is gone. RAID-0 will, however, decrease data access time. Your system will run more quickly.RAID-1, unlike Linear and RAID-0, does provide data redundancy. This is the first level in which data is ""mirrored"" across the drives in the RAID array. All data that exists on one drive exists on all the others. RAID-1 requires at least two drives and they should be of equal size, otherwise, your overall RAID array will be the size of the smallest drive. Performance with RAID-1 can actually be slower than with a single drive or RAID-0, as all the data is written across multiple discs.RAID-4 is, for the most part, pretty useless. It reserves one disc for parity information while striping the data across the others. This is much like Linear mode, with an additional disc thrown in for parity data. Parity data can be used to reconstruct and retrieve the data on the other drives, but this really isn't a redundant method of data storage. Consequently, RAID-4 is probably the least used of the RAID schemes.RAID-5 is designed for 3 or more discs and provides both redundancy and speed. Like RAID-4, RAID-5 pays close attention to parity data. However, rather than reserving a device in the RAID array for this data, it's written across the array. Because the parity data is written across the array, data recovery can be accomplished fairly quickly. In fact, using a ""spare disc"" configuration will allow RAID-5 to reconstruct the data to the spare disc immediately after the failure of a drive. Because of it's increased speed and redundancy, RAID-5 is probably the most common setup for multiple storage devices.With all that in mind, you'll need to make a choice in your kernel configuration. Do you have mutliple drives of the same size that you'd like to configure as a RAID array? The Multi-Device Support section of the kernel configuration will allow you to do this. In fact, you'll be able to set the RAID level, as well. Again, evaluate your needs and select the appropriate option.Tomorrow, it's on to networking options in your kernel configuration.
Recommend It!
Send us a GnomeCORE tipÂ GnomeFILE
SaveMyModemhttp://web.genie.it/utenti/g/gareuselesinge/smm/""SaveMyModem is an anti-spam, mail-shaping, and delete-on-server mail tool. It is designed for users with slow dialup connections, who are tired of downloading large amounts of spam and worm and virus attachments.""
Recommend It!
Send us a GnomeFILE suggestionÂ GnomeVOICE
Windows Apps in Linux?
Scribbled by Robert Nix""Nice coverage but I don't give a flip about Office. OpenOffice is fine
for my needs.""What I really want is to run Quicken (at least v.2001) which is the only
app keeping me running Windows (using vmware). I've tried Quicken on Mac
OS X and it is grossly inadequate and on Linux with Wine and have so far
been unsuccessful even using tips from
http://appdb.codeweavers.com/appview.php?appId=107. I hope that GnuCash
will eventually support the online features I enjoy but that doesn't
help now.""The reason I'm writing this is that I personally think Office products
are overrated for home users, at least now that there are several native
alternatives. For home users, finance apps are the key issue now. Do a
section on getting Quicken to run in Wine and I'll declare you a god. :)""
Recommend It!
Speak your GnomeVOICEÂ GnomeCLICK
Important Unix Manpages
http://home.ins.de/~m.hussmann/man/Manpages are an important part of Linux use. Armed with the proper knowledge and manpage, there are few sticky situations in Linux that can't be solved quickly. Though they can be a bit cryptic at times, manpages are really a Linux newbie's best friend.Important Unix Manpages is a compilation of help for situations that actually have little to do with programming. They're more human interface problems than machine interface problems. This page just points out that if life was like Linux, we'd all be a lot happier.
Recommend It!
Suggest a GnomeCLICKhttp://www.lockergnome.com/issues/penguinshell/20020716.html
Your subscribed e-mail address is: [qqqqqqqqqq-lg@spamassassin.taint.org] - To unsubscribe or change your delivery address, please 
visit the subscription management
page. Use of the Gnome moniker by Penguin Shell does not imply endorsement of the Gnome Desktop Environment. Penguin 
Shell is an equal-opportunity desktop employer. For further information, please refer to the GnomeCREDITS in the 
sidebar.LOOK OVER HEREÂ Download Tip eBooksÂ Latest Windows 
Daily
Â Latest Digital
Media
Â Latest Tech 
Specialist
Â Latest Penguin 
Shell
Â Latest Apple Core
Â Latest Web 
Weekly
Â Latest Bits & Bytes
Â Latest Audio ShowÂ Low Price Search
Â Our Tech ConferenceÂ Microsoft Office Tips
Â PC 
Productivity Tips
Â Cool 
Internet Tips
Â Windows 2000 Tips
Â Windows XP TipsÂ Tell a Friend About 
Us!
Â Advertise With 
Us
Â High-Tech Job 
Search
Â Chat With Gnomies
Â Watch The Webcams
Â Computer Power UserÂ Read Past Issues
Â Download X-Setup
Â About Lockergnome
Â Our Privacy 
Policy
Â View More 
Options
Â Our XML / RSS 
Feed
Â Syndicate Our 
Tips
Â Link To 
Lockergnome
Â Get Chris's Book
Â Win a Digital Camera
Â General Feedback
Â Chris's Blog
Â E-mail the Editor
Â GNOMESPECIALS
Â Manage Your Workgroup
Â Form Pilot
Â Say the Time 5.0
Â Boomer - Stream Now
Â Create Web/CD catalog
Â Easy Web Editor
Â Kleptomania
Â Tag&Rename
Â Pretty Good Solitaire
Â Visualize Color Combos
Â FirstStop WebSearch
Â Ecobuilder
Â Book Collector
Get Listed Here
Question: which group is 250,000+ strong and always looking for stuff to make their personal and professional lives run smoother? Â 
CLICK HERE TO ZOOMÂ 
LOOK IT UPÂ 
BYTE ME NOWÂ©2002, Lockergnome LLC. ISSN: 1095-3965. All Rights Reserved. Please read our Terms of Service. Our Web site is hosted by DigitalDaze. Domain registered at DNS Central.
",Safe Email
"happy christmas best source for your christmas presents . great value at a very reasonable price . we offer best quality replica watches at the lowest prices in the nation . check out our selection of all time rolex s classics , exquisite chanel offerings and bmw sports style items . more info on http : / / adneiekn . info / ? tfppvyuqwx . _ mtt",Phishing Email
"fw : computers happy holidays ! bonnie hitschel 210 - 283 - 2456 > subject : computers > > dear tech support , > > last year i upgraded from boyfriend 5 . 0 to husband 1 . 0 and noticed a > slowdown in the performance of flower and jewelry applications that had > operated flawlessly under boyfriend 5 . 0 . in addition , husband 1 . 0 > uninstalled many other valuable programs , such as romance 9 . 9 , and > installed > undesirable programs such as nfl 5 . 0 and nba 3 . 0 . > > conversation 8 . 0 no longer runs and housecleaning 2 . 6 simply crashes > the system . i ' ve tried running nagging 5 . 3 to fix these problems , but to > no avail . what can i do ? > > desperate > > > > - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - > > dear desperate , > > first , keep in mind that boyfriend 5 . 0 is an entertainment package , > while husband 1 . 0 is an operating system . install tears 6 . 2 and enter the > command . > > husband 1 . 0 should then automatically run the applications guilty 3 . 0 and > flowers 7 . 0 . but remember , overuse can cause husband 1 . 0 to default to > grumpy silence 2 . 5 , happy hour 7 . 0 , or beer 6 . 1 . beer 6 . 1 is a very bad > program that will create snoring loudly . wav files . > > do not install mother - in law 1 . 0 or reinstall another boyfriend > program . these are not supported applications and will crash husband 1 . 0 . > > in summary , husband 1 . 0 is a great program , but it does have a > limited memory and cannot learn new applications quickly . you might > consider > buying additional software to improve performance . i personally recommend > hot food 3 . 0 and lingerie 6 . 9 . > > good luck . >",Safe Email
"[ ilug - social ] please kindly get back to me request for urgent business assistance - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - your contact was availed to me by the chamber of commerce . it was given to me because of my diplomatic status as i did not disclose the actual reasons for which i sought your contact . but i was assured that you are reputable and trustworthy if you will be of assistance . i am laurent mpeti kabila ( jnr ) the second son of late president laurent desire kabila the immediate past president of the democratic republic of congo in africa who was murdered by his opposition through his personal bodyguards in his bedroom on tuesday 16 th january , 2001 . i have the privilege of being mandated by my father colleagues to seek your immediate and urgent co - operation to receive into your bank account the sum of us $ 25 m . ( twenty - five million dollars ) and some thousands carats of diamond . this money and treasures was lodged in a vault with a security firm in europe and south - africa . sources of diamonds and fund in august 2000 , my father as a defence minister and president has a meeting with his cabinet and armychief about the defence budget for 2000 to 2001 which was us $ 700 m . so he directed one of his best friend . frederic kibasa maliba who was a minister of mines and a political party leader known as the union sacree de , i  opposition radicale et ses allies ( usoral ) to buy arms with us $ 200 m on 5 th january 2001 ; for him to finalized the arm  s deal , my father was murdered . f . k . maliba ( fkm ) and i have decided to keep the money with a foreigner after which he will use it to contest for the political election . inspite of all this we have resolved to present your or your company for the firm to pay it into your nominated account the above sum and diamonds . this transaction should be finalized within seven ( 7 ) working days and for your co - operation and partnership , we have unanimously agreed that you will be entitled to 5 . 5 % of the money when successfully receive it in your account . the nature of your business is not relevant to the successful execution of this transaction what we require is your total co - operation and commitment to ensure 100 % risk - free transaction at both ends and to protect the persons involved in this transaction , strict confidence and utmost secrecy is required even after the successful conclusion of this transaction . if this proposal is acceptable to you , kindly provide me with your personal telephone and fax through my e - mail box for immediate commencement of the transaction . all correspondence is for the attention of my counsel : joseph edward . i count on your honour to keep my secret , secret . looking forward for your urgent reply thanks . best regards mpeti l . kabila ( jnr ) - - irish linux users ' group social events : social @ linux . ie http : / / www . linux . ie / mailman / listinfo / social for ( un ) subscription information . list maintainer : listmaster @ linux . ie",Phishing Email
"ctfg trends upward as company begins rollout of acquisition strategy otc quickstats june 29 , 2005 at a glance ticker symbol : ctfg sector : title insurance industry : financial services current price : $ 0 . 39 shares outstanding : 45 , 457 , 200 approx . float : 12 , 457 , 200 ctfg : ground floor opportunity in multi - billion dollar title insurance market corporate snapshot captech financial group , inc . , is a florida corporation headquartered in lighthouse pt . , florida that trades under the symbol ( otcbb : ctfg ) . captech financial group , inc . , via its new acquisition of national security title agencies , llc . , ( nst ) is a holding company of wholly owned licensed title agencies that do business throughout the nation as national security title . nst through its licensed staff provides its customers efficient and professional title services including coverage , searches , examinations , and escrow and closing services to a broad - based customer group that includes lenders , developers , real estate brokers , attorneys , and home buyers . recent news ! ! ! ! lighthouse point , fla . , june 28 ( prnewswire - firstcall ) - - captech financial group , inc . ( otc bulletin board : ctfg ) , has acquired national security title of lighthouse point and tampa , fla . , respectively . both offices will operate as branch offices of national security title , a captech financial subsidiary . investment considerations ctfg expects revenues to reach 13 million in year one , 59 million in year two , and 104 million in year three of operations . ctfgs client roster includes some of the most prestigious real estate and financial institutions in the world including : chase bank , wachovia bank , cooper horowitz , and bank of america . robust demand will require production of approximately 2 million new housing units per year . the home ownership rate will exceed 70 % by the year 2013 . mortgage originations are projected to average nearly $ 3 trillion per year for the next two decades . ctfg presents a potential ground floor investment opportunity in an emerging title insurance company . visit the ctfg websites at : www . . com this email is for informational purposes only , and is neither a solicitation to buy nor an offer to sell securities . all assembled information within is subject to change without notice . the assembled information within this email is based on public information supplied by the company or from other sources believed to be reliable , but no representation , expressed or implied , is made as to its accuracy , completeness or correctness . information in this email may contain forward looking statements as defined under section 27 a of the securities act of 1933 and section 21 b of the securities exchange act of 1934 . an example of forward - looking information are statements relating to the future capital expenditures , future funding sources , anticipated sales growth , and potential contracts . these and similar forward statements are subject to a number of known and unknown risks and uncertainties outside our local control that could cause actual operations or results to differ materially from those anticipated . power house promotions accepts no liability for any losses arising from an investor ' s reliance on or use of this report . this assembled information is for informative purposes and is not intended to be used as the sole source of information on a company . always do your own due diligence and consult a financial advisor . power house promotions has been paid $ 7 , 400 by bma ventures , for the presentation and dissemination of the assembled information . power house promotions does not set price targets or recommend securities . power house promotions 1846 e . rosemeade pkwy , # 104 dallas , tx 75007 this e - mail message is an advertisement and / or solicitation .",Phishing Email
xanaex valiuzm xanvax papxil prouzac zolsoft celetbrex vioexx ciaalis propaecia viajgra viasgra st ambrien zybhan no persxcriptyion is requrired disvcreet ovoernioght shipcping to your docor stop ovemrpafying on yojur mehds 100 % momney banck guarqantee on all purcphases pavel ' s own mother would not look at him . they went away got up on my knees and peered over the side of the wagon . lila berg,Phishing Email
