Email Text,Email Type
start date : 1 / 24 / 02 ; hourahead hour : 8 ; start date : 1 / 24 / 02 ; hourahead hour : 8 ; no ancillary schedules awarded . no variances detected . log messages : parsing file - - > > o : \ portland \ westdesk \ california scheduling \ iso final schedules \ 2002012408 . txt,Safe Email
"save your money by getting an oem software ! need in software for your pc ? just visit our site , we might have what you need . . . best regards , oliver",Phishing Email
"tagged corpora : summary this is a summary of the responses received to my question about accessible on-line tagged databases ( nov . 17 ) . thank you to david palmer , peter christian , martin corley , and cornell juliano . - - janet rowe 1 . several german corpora feare available through a system called cosmas at the institut fur deutsche sprache in mannheim . if anyone knows the address please let me know . 2 . at least two english corpora are available . the british national corpus will be available soon through natcorp @ vax . ox . ac . uk a very small ( but thoroughly tagged ) corpus called susanne is available from ftp . black . ox . ac . uk 3 . the following reference may be very useful : edwards , jane a . and martin d . lampert ( eds . ) . date ? ? ? talking data : transcription and coding in discourse research . london and hillsdale n . j . : erlbaum . 336 pp . chapter 10 , by jane a . edwards , is entitled "" survey of electronic corpora and related resources for language researchers "" .",Safe Email
"On Tue, 27 Aug 2002 the voices made Robin Lynn Frank write:> > Tony Svanstrom, on SpamAssassin-talk, noted this US patent:
> >
> > http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=/netah
> >tml/PTO/search-adv.html&r=62&f=G&l=50&d=PG01&s1=spam&p=2&OS=haiku&RS=spam> I took a bit of time to review what is on the above URL.  If I were a news
> editor, the headline would be:
>
> ""Inventor"" from country that ignores patents and copyrights, seeks patent for
> inventing the wheel! The wheel is already patented in Australia; Melbourne man patents the wheel: 
 The sad news is that there seems to be a lot of patents (pending or not)
that's for very basic/general ideas; it's the current form of ""domainnapping"",
and it might turn uggly when people start trying to enfoce these patents.
	/Tony
-- 
# Per scientiam ad libertatem! // Through knowledge towards freedom! #
# Genom kunskap mot frihet! =*= (c) 1999-2002 tony@svanstrom.com =*= #     perl -e'print$_{$_} for sort%_=`lynx -dump svanstrom.com/t`'
",Safe Email
"re : a friend of mine vince , thank you very much for the follow up report . i am sure richard will be very enthusiastic about the opportunity to speak with you and your team . i appreciate your help , and please feel free to contact me if you or shirley need assistance with logistics . again , thank you and i look forward to working with you again this recruiting season . regards , kristin - - - - - original message - - - - - from : kaminski , vince sent : wednesday , may 02 , 2001 8 : 27 am to : gandy , kristin subject : re : a friend of mine kristin , thanks a lot for the resume . we shall arrange a phone interview with richard . this is out standard procedure . a phone interview is followed by the on - site interview , after we determine what is the best team to interview the candidate . vince from : kristin gandy / enron @ enronxgate on 05 / 01 / 2001 05 : 14 pm to : vince j kaminski / hou / ect @ ect cc : subject : a friend of mine vince , last week i was contacted by one of my friends who is very interested in becoming an enron employee . he has a phd and several years research and lab experience . richard is afraid that being a phd is a dying breed and may need to go back to school to obtain an mba . i was wondering if you would mind looking at the attached resume to assess if you have any interest in richard , or if you feel i should encourage him to go back to school . i am unclear as to the qualifications for your group so i apologize if this request is way off base . thank you for your help , kristin gandy associate recruiter enron corporation 1400 smith street eb 1163 houston , texas 77002 713 - 345 - 3214 kristin . gandy @ enron . com >",Safe Email
"On Wed, 25 Sep 2002, Joseph S. Barrera III wrote:> Let's say you're behind a firewall and have a NAT address.
> Is there any way to telnet to a linux box out there in the world
> and set your DISPLAY in some way that you can create
> xterms on your own screen?As other people suggested: SSH. PuTTY 	http://www.chiark.greenend.org.uk/~sgtatham/putty/download.htmlcan do it. Can run, say xclock (I'm running an X server under W32 at work,
tunneling through a NAT box), but from Linux, not from Solaris.  Probably
OpenSSH misconfigurat5ion.
",Safe Email
"hpl nom for may 30 , 2001 ( see attached file : hplno 530 . xls ) - hplno 530 . xls",Safe Email
"<!--
 body      { BACKGROUND-IMAGE: url(http://images.lockergnome.com/images/issue/top-right.gif); color: #990000 }
 a:link    { COLOR: #000000; TEXT-DECORATION: underline; font-weight: normal }
 a:visited { COLOR: #C84200; TEXT-DECORATION: underline; font-weight: normal }
 a:active  { COLOR: GRAY; text-decoration: none }
 a:hover   { color: GRAY; TEXT-DECORATION: none }
 p.title   { BACKGROUND: #FFCC99; BORDER-BOTTOM: #FF9966 4px solid; BORDER-LEFT: #FFEEDD 4px solid; BORDER-RIGHT: #FF9966 4px solid; BORDER-TOP: #FFEEDD 4px solid; COLOR: #990000; FONT-FAMILY: Comic Sans MS, Trebuchet MS, Helvetica, Arial; FONT-SIZE: 14pt; FONT-WEIGHT: normal }
 p.sidebar { BACKGROUND: #FFEEDD; TEXT-ALIGN: center; BORDER-BOTTOM: #FFCC99 3px solid; BORDER-LEFT: #FFFFFF 3px solid; BORDER-RIGHT: #FFCC99 3px solid; BORDER-TOP: #FFFFFF 3px solid; COLOR: #990000; FONT-FAMILY: Comic Sans MS, Trebuchet MS, Helvetica, Arial; FONT-SIZE: 10pt; FONT-WEIGHT: bold } 
 .url      { font-size: 8pt; font-family: Verdana, Tahoma, Arial }
-->
20020718 Lockergnome Windows Daily
Â  07.18.2002 GnomeREPORT GET WINDOWS XP TIPS: Months after the release of Windows XP Professional and Home editions, people are still learning the nuances of Microsoft's newest operating system. Whether you've been using it for a while or are planning to upgrade to the new OS soon, this ebook is right up your alley. GET YOUR COPY of Lockergnome's Top 50 Windows XP tips now!    I don't go to many concerts, but that doesn't mean I don't
appreciate listening to good
music at every waking moment. Tonight, a handful of Bay
Gnomies and I watched They Might Be Giants rock the Fillmore.
Melanie, Steve, Brent, Missy, Robert, Patrick, Gretchen, Matt, and
Mindy had a total blast. Well, it wasn't much fun when Robert got
his digital camera confiscated - but this was a show worthy of
five megapixels
(believe me)! Brent went to
the show last night, and I saw them play on the set earlier this
afternoon. They were selling a new CD (which had JUST been
released the other day); ""They Got Lost"" is full of a few
previously-unavailable tracks. If you aren't sure about purchasing
it outright, I strongly urge you to sign up for a trial EMusic account and download
a few of their songs in MP3 format. Oh, and check out the opening
act: Noe Venable. She's got
a few free MP3s on
her site, too. Give ""Boots"" a shot - very nice.Does anybody know how to set a binary clock? Melanie got it for me
as a gift (which was a very nice gesture). Sure, I could read the
manual - but the ones and zeros start to look eerily similar after
flipping past the first page. You know me: I'm not much of a math
guy. In fact, I just discovered the other day that 'byte' was
short for 'by eight' (even though I already knew that 'bit'
represented 'binary digit'). I'd stick with a digital timepiece,
but it just isn't geeky enough for me anymore. How sad is that?
I'm ready to walk on the wild side. Maybe I'll get my laptop
pierced tomorrow? It could happen. I've been known to do nutty
things on a moment's notice, like changing my default Web browser.
Courtesy of Asa
Dotzler, I have an official Mozilla sticker, CD, and t-shirt
(which you saw me model in my Webcam the other day). Don't be too
jealous; Mozilla.org has
plenty of goodies to go around.Looks as though Jake
and Lori are already having a blast in St. Louis.
They're at the Shareware Industry Conference, along with hundreds
of well-known program programmers - the people who make our
computers work the way we want them to work! We're doing our best
to convince them to join us at Gnomedex. They ask: ""Who else
is going to be there?"" We answer: ""People who don't know you yet.""
They ask: ""Then why should I come?"" We answer: ""Because it's a
business opportunity for you."" They ask: ""What if I don't want to
learn anything or meet anybody?"" We answer: ""We can't really help
you there, but here - have lunch on us."" They ask: ""Oh, the
admission price includes food at at Gnomedex?"" We answer: ""We
cannot provide every meal, but you won't go hungry."" They ask:
""So, why Des Moines, when there's nothing to do there."" We answer:
""You're 100% wrong. There *IS* something to do there: Gnomedex.""
Get it? Got it? Good.See You in August,Â Â Â Â Â Â Â Â Â Â Â Â Â Â Chris PirilloÂ Â Â Â Â Â Â 
Â GnomeDOWNLOADSLatest Downloads
VisiTrax Lite 2.91
mp3DirectCut 1.23
Cpick 2.6
Image Browser 4.4
EZ JavaScript 1.1
WinHTTrack 3.20RC5
Panda Quick Rem 3.2.1.0
EZBack-it-up 1.1
ArtSee 1.0
Soliton 2
Fresh Download 4.30GigAlarm v1.201 [33k] W9x/2k/XP FREEhttp://users.bigpond.net.au/glina/GigAlarm.htm{String on your finger} Sometimes, I'm a bit like the absent-minded professor... I would forget my own head if it wasn't attached. So naturally, I appreciate any program that can help keep me on track, and with GigAlarm I can setup whatever reminders/alarms I need. However, sometimes a simple text message just won't catch my attention. Well, herein lies the beauty of GigAlarm... it doesn't just have to give you a text alarm! GigAlarm can play a WAV file (random, or your selection), change your background, start a program, or use one of the many Windows shutdown options. My wife has gotten in the habit of using the Shutdown option as an alarm to signal that I have spent too long on the computer. (Lucky for me, there is a snooze button!) NOTE: The author says, ""This program is essentially free to use for non-profit purposes... If you find this program useful I would appreciate $10 AUD (or $5 USD) as a token of your appreciation.""Context Thumbview v1.0.b1 [107k] W9x/2K/XP FREEhttp://contextmagic.netfirms.com/image-viewer/{Peep show} I'm not always very patient, especially when it comes to my computer. Double-clicking on an image and waiting for it to come up in my image viewer is almost too much for me to handle. Lucky for me, Context Thumbview has made its way onto my system and I no longer have to wait to view an image. All I do now is right-click the image, choose ""View Thumbnail,"" and there is the image, out there for me to see... all without me having to open up any programs! ""As Express ThumbView is an Explorer extension, it is always ready and available for use. Moreover, it is available in any Explorer window, including Open and Save As... dialog boxes."" As an added bonus, with Context Thumbview installed on my system, I can also turn off the thumbnail view if I want to save system resources.
Recommend It!
Â GnomeCLICKS
Â GnomeSYSTEM
Starter v5.5.4.2175 [423k] W9x/2k/XP FREEhttp://codestuff.tripod.com/{Startup manager} This application bills itself as ""Yet Another Startup Manager""... I don't think so! Starter isn't JUST another Startup Manager, it's a piece of programming art. One of my biggest problems with Windows Task Manager is that I don't know what all the processes on my machine are, or from where they are running. Starter not only gives me that information, but it also lets me save it as an HTML file. In addition, Starter lets me import and export registry keys or add a new task to be processed. Don't run all over your machine trying to find all the programs you need to control your PC, when you can do it all (and more!) with Starter.Recommend It!
Â GnomeWILDCARD
Aversoft Sticker v3.55 [592k] W9x/2k/XP US$15
    Unearthed by Sergei Lepyokhinhttp://www.aversoft.com/sticker/{Sticky notes} Did you know that Post-it(r) Notes were invented by accident? I use to have these notes all over my monitor. Now my screen is clean as a whistle! Aversoft Sticker is a program to help you remember ""important information by displaying skinnable sticky notes on your Windows desktop."" No more bland notes for me! With Sticker, I am surrounded with pictures of paradise (downloaded from Aversoft's website). These great features are no accident. Sticker also has a transparency feature that makes the notes only half visible, making it much easier to use while working on your other programs. Don't walk away yet though... Sticker also allows you to print your notes, lock them from accidentally being deleted, and set an alarm (repeating or one-time). Speaking of alarms, mine just went off and opened up Outlook. Time to send out today's newsletter!Submit Your Thoughts | Recommend It!
Â GnomeFAVORITECAREER SERVICES FROM LOCKERGNOME AND DICE.COM: We've teamed up with Dice.com to bring you a full service I.T. career enhancement solution. Whether you are looking for your dream job or trying to hire talented people, the full-featured career resource center is the place to start. Find your IT talent solution today!  Wikipedia Encyclopediahttp://www.wikipedia.com/{We is smart} Those Saturday morning folks at ABC were right: it's great to learn, 'cause knowledge is power. I highly encourage everyone to learn something new each day, and with Wikipedia.com you can! Wikipedia is a free, and very thorough online encyclopedia; you'll be hard-pressed to stump this information tool with an undocumented topic. Know what you're looking for? Then just use the search tool. In the mood to fill your cranium with a few new thought processes? Just browse through any one of Wikipedia's many categories until you find a subject that piques your interest. From Physics to Opera; from Anthropology to Cooking, you will find it all here. Now, all that is missing is you! Take a look and beef up your gray matter.
Recommend It!
Â GnomeTIPGnomies are known for their willingness to help others and Alex Warren is no exception with a tip on copying text. Alex writes: ""Did you know that you can copy the contents of a message/dialog box just by pressing Ctrl+C?"" Alex also had this to say: ""When you select text and then use the mouse to drag it to a new location, the original text moves to the new location and disappears from the old location. However, you can select text and then use the right mouse button to drag it to a new location. When you do this, releasing the right mouse button opens a menu from which you can choose to move or copy the text (along with several other options)."" Those are some great time saving tips Alex! Following suit with using Ctrl + C to copy... you can also use Ctrl + X to cut and Ctrl + V to paste. You can also use all these tips on more then just text! The next time you need to copy some files on your PC, try the right-click and drag method and you will see what I mean... along with saving yourself some time.
Recommend It!http://www.lockergnome.com/issues/daily/20020718.html
Your subscribed e-mail address is: [qqqqqqqqqq-lg@spamassassin.taint.org] - To unsubscribe or change your delivery address, please visit the subscription management page. For further information, please refer to the GnomeCREDITS in the sidebar.LOOK OVER HEREÂ Download Our Tip FilesÂ Latest Windows Daily
Â Latest Digital Media
Â Latest Tech Specialist
Â Latest Penguin Shell
Â Latest Apple Core
Â Latest Web Weekly
Â Latest Bits & BytesÂ Find the Lowest PriceÂ Suggest a Feature
Â Advertise With Us
Â The GnomeSTORE
Â High-Tech Job Search
Â Chat With Gnomies
Â Watch The Webcams
Â Computer Power UserÂ Read Past Issues
Â Download X-Setup
Â About Lockergnome
Â Our Privacy Policy
Â View More Options
Â Our XML / RSS Feed
Â Syndicate Our Tips
Â Link To Lockergnome
Â Get Chris's BookÂ Tell a Friend About Us!Â General Feedback
Â E-mail the Editor
Â The Editor's Blog
Â 
SEARCH
Â GNOMESPECIALS
Â Manage Your Workgroup
Â Form Pilot
Â Say the Time 5.0
Â Boomer - Stream Now
Â Create Web/CD catalog
Â Easy Web Editor
Â Kleptomania
Â Tag&Rename
Â Pretty Good Solitaire
Â Visualize Color Combos
Â FirstStop WebSearch
Â Ecobuilder
Â Book Collector
Get Listed Here
Question: which group is 250,000+ strong and always looking for stuff to make their personal and professional lives run smoother? 
Â HAPPY FUN STUFF
And now, we see how Sprocket thinks he has a right to eat pumpkin seeds. Or, would that be ""pupkin"" seeds?Not for the Puppy
Â 
CLICK HERE TO ZOOMÂ Â 
BYTE ME NOWÂ©2002, Lockergnome LLC. ISSN: 1095-3965. All Rights Reserved. Please read our Terms of Service. Our Web site is hosted by DigitalDaze. Domain registered at DNS Central.Bacteria acts more intelligent than human beings.
",Safe Email
"Severity: Security
Product: libpng
Keywords: Red Carpet libpng buffer overflow
URL: http://support.ximian.com/q?283
References: 
Release Notes for libpng 
ftp://swrinde.nde.swri.edu/pub/png-group/archives/png-list.200207libpng is a library used to create and manipulate PNG (Portable
Network Graphics) image files.The 1.2.4* and 1.0.14 releases of libpng solve a potential buffer
overflow vulnerability[1] in some functions related to progressive
image loading. Programs such as mozilla and various others use these
functions. An attacker could exploit this to remotely run arbitrary
code or crash an application by using a specially crafted png image.These new releases also solve other minor bugs such as some memory
leaks in reading image functions.Since most applications which display images use libpng, this affects
many applications including Evolution and Mozilla. Additionally, Red
Carpet links libpng statically and needs to be updated separately.Ximian only ships libpng on Solaris, and so we only have Solaris
packages available. When distribution vendors update their packages,
they will be available in Red Carpet. Please use Red Carpet to upgrade
libpng to 1.0.14 and Red Carpet 1.3.4-2. You can also get packages
from the Ximian FTP site:Solaris 7/8
ftp://ftp.ximian.com/pub/ximian-gnome/solaris-7-sun4/libpng-1.0.14-1.ximian.1.sparc.rpm
ftp://ftp.ximian.com/pub/ximian-gnome/solaris-7-sun4/libpng-devel-1.0.14-1.ximian.1.sparc.rpm
ftp://ftp.ximian.com/pub/ximian-gnome/solaris-7-sun4/red-carpet-1.3.4-2.ximian.1.sparc.rpm_______________________________________________
updates maillist  -  updates@ximian.com
http://lists.ximian.com/mailman/listinfo/updates
Please DO NOT reply to this list!  Use bugs@helixcode.com or hello@helixcode.com instead.
",Safe Email
"wanted : real estate investors if you prefer not to receive e - mails from real estate fortunes in the future , please send a blank email to unsubscribe @ realestatefortunes . com or write to us at : 228 west lincoln highway # 133 , schererville , indiana 46375 . we will respect your privacy . please refer all questions , opinions or additional feedback to : service dept 9420 reseda blvd # 133 northridge , ca 91324",Phishing Email
